,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
impedance,6.5546,6.5846,6.6179,6.6481,6.6811,6.7087,6.7393,6.7692,6.8021,6.8347,6.8706,6.9094,6.9531,6.9998,7.0507,7.108,7.1652,7.2311,7.3042,7.3726,7.4538,7.5366,7.6273,7.7172,7.8142,7.9201,8.0264,8.1408,8.2559,8.3725,8.488,8.6018,8.7097,8.7977,8.8898,8.9734,9.0426,9.1024,9.1477,9.1819,9.2028,9.2173,9.2214,9.222,9.2293,9.2567,9.3255,9.455,9.313,9.2885,,,,,,
impedance,6.1341,6.1637,6.1878,6.2049,6.227,6.2526,6.2733,6.304,6.3322,6.3624,6.3888,6.4179,6.4474,6.4801,6.5153,6.5553,6.5984,6.6451,6.6956,6.7511,6.8111,6.8755,6.9433,7.0155,7.0925,7.1736,7.2598,7.3502,7.444,7.5405,7.6387,7.7381,7.8331,7.9273,8.0145,8.0968,8.18,8.257,8.3266,8.3883,8.446,8.4956,8.5418,8.5837,8.6251,8.6693,8.7142,8.7675,8.823,8.8137,8.6283,8.5674,8.7953,,,
impedance,6.266,6.2868,6.3132,6.3352,6.3601,6.3858,6.409,6.4329,6.4579,6.4829,6.5086,6.5363,6.5661,6.5978,6.6327,6.6723,6.7153,6.7631,6.8147,6.8706,6.9315,6.9968,7.0666,7.1411,7.2197,7.3036,7.3919,7.4845,7.581,7.682,7.7859,7.89,7.9938,8.0951,8.1912,8.2819,8.3688,8.4501,8.5253,8.5931,8.6552,8.7082,8.7564,8.8002,8.8407,8.8791,8.9241,8.9769,9.0371,9.0568,8.9365,8.8576,9.0595,,,
impedance,6.4014,6.4306,6.4518,6.4787,6.4999,6.5271,6.5517,6.5766,6.6037,6.6327,6.6632,6.6961,6.7347,6.7749,6.8194,6.867,6.9198,6.976,7.0366,7.101,7.17,7.2419,7.32,7.4018,7.4872,7.5769,7.6693,7.7622,7.8561,7.9471,8.0349,8.114,8.188,8.2413,8.2986,8.3492,8.3923,8.4273,8.4549,8.4755,8.4881,8.5032,8.5137,8.5289,8.5563,8.5984,8.6809,8.7672,8.584,8.684,,,,,,
impedance,6.4937,6.5269,6.557,6.5899,6.6208,6.6517,6.6842,6.7167,6.7515,6.7866,6.8259,6.8662,6.912,6.9617,7.0157,7.0746,7.1372,7.2055,7.2782,7.3554,7.4369,7.5242,7.6174,7.7141,7.8163,7.9236,8.0356,8.1518,8.2703,8.3909,8.5104,8.6264,8.7389,8.8541,8.9542,9.0501,9.1317,9.2034,9.2604,9.3051,9.3356,9.3572,9.3592,9.3418,9.3041,9.2492,9.213,9.2699,9.4536,9.1966,,,,,,
impedance,6.3356,6.3609,6.3811,6.4169,6.4465,6.4746,6.5021,6.5286,6.556,6.5829,6.6094,6.6402,6.6712,6.704,6.7397,6.7804,6.8236,6.871,6.9225,6.9786,7.0389,7.1033,7.1717,7.2451,7.3216,7.4035,7.4895,7.5802,7.676,7.7733,7.8735,7.9747,8.0735,8.1692,8.259,8.3427,8.4053,8.4719,8.5294,8.5776,8.6167,8.6461,8.668,8.6795,8.6876,8.6902,8.6938,8.7058,8.7373,8.8068,8.9226,8.8215,8.8513,,,
impedance,6.22,6.2417,6.2569,6.2781,6.304,6.3279,6.3541,6.3785,6.4024,6.437,6.4637,6.4919,6.5219,6.5546,6.5898,6.6299,6.6735,6.7211,6.7724,6.8274,6.8877,6.9524,7.0203,7.0934,7.171,7.253,7.3404,7.4314,7.5264,7.6254,7.7254,7.8269,7.9268,8.0234,8.1145,8.1992,8.2804,8.3596,8.4307,8.4942,8.5531,8.6042,8.6504,8.6922,8.7345,8.7735,8.8145,8.8636,8.9045,8.8799,8.7356,8.7161,8.9065,,,
impedance,6.5678,6.5955,6.6242,6.6506,6.6784,6.7062,6.7329,6.7617,6.7922,6.8244,6.8593,6.8963,6.9385,6.9847,7.0355,7.0917,7.1518,7.2171,7.2883,7.3633,7.4434,7.5291,7.6189,7.7151,7.8157,7.9225,8.0339,8.1519,8.2739,8.3986,8.5255,8.6512,8.7728,8.8939,9.0118,9.123,9.2258,9.3176,9.4014,9.4718,9.5359,9.5916,9.6436,9.698,9.7592,9.8216,9.8307,9.6902,9.6136,9.8246,,,,,,
impedance,6.3347,6.3627,6.3864,6.4137,6.4418,6.4608,6.4967,6.5234,6.5517,6.5815,6.6149,6.6499,6.6903,6.7336,6.7817,6.8339,6.8905,6.9524,7.0183,7.0888,7.1637,7.2429,7.3272,7.4168,7.5094,7.6086,7.7093,7.8132,7.9179,8.0213,8.1232,8.2179,8.3076,8.3948,8.4782,8.5549,8.6246,8.6871,8.7427,8.7929,8.8395,8.8828,8.9237,8.9646,9.0148,9.0581,9.041,8.906,8.882,9.0184,,,,,,
impedance,6.6495,6.6836,6.7132,6.7451,6.7823,6.8154,6.8514,6.8833,6.9187,6.9517,6.9884,7.0244,7.0629,7.1037,7.1472,7.195,7.2476,7.3042,7.3663,7.4328,7.5049,7.5825,7.6654,7.7518,7.8447,7.9445,8.0478,8.1568,8.2731,8.395,8.5243,8.6582,8.7984,8.9422,9.091,9.2391,9.4013,9.5602,9.7076,9.8466,9.9736,10.081,10.171,10.24,10.290999999999999,10.317,10.319,10.29,10.222000000000001,10.151,10.185,10.394,10.151,,,
impedance,6.2944,6.2593,6.2553,6.2249,6.2491,6.2642,6.3183,6.3394,6.3628,6.3861,6.4313,6.4534,6.4938,6.5287,6.5591,6.5932,6.6318,6.6703,6.7169,6.7585,6.8086,6.8637,6.928,6.9837,7.0541,7.1273,7.1985,7.2792,7.3677,7.4632,7.5544,7.6552,7.7564,7.8448,7.9767,8.0775,8.1955,8.269,8.3672,8.4554,8.5433,8.6162,8.6795,8.7342,8.7761,8.8102,8.8313,8.8413,8.8328,8.8057,8.7562,8.6831,8.6252,8.6657,8.8496,8.6686
impedance,6.2449,6.2675,6.298,6.328,6.358,6.3869,6.4141,6.4427,6.4714,6.4986,6.5278,6.5591,6.5914,6.627,6.6653,6.7076,6.754,6.805,6.8605,6.9201,6.985,7.0542,7.1276,7.2058,7.2888,7.377,7.4696,7.5669,7.6675,7.7733,7.8819,7.9889,8.0973,8.2046,8.3042,8.4014,8.5031,8.5928,8.6775,8.7545,8.8251,8.8877,8.9427,8.9911,9.0386,9.0804,9.1119,9.134,9.1184,9.0197,8.9097,9.0278,9.0243,,,
impedance,6.2878,6.3195,6.3431,6.3674,6.3926,6.4189,6.4454,6.4721,6.497,6.5229,6.5503,6.5793,6.6096,6.6432,6.6792,6.7207,6.765,6.8139,6.8674,6.9255,6.9883,7.0563,7.1284,7.2051,7.2873,7.3729,7.4639,7.5591,7.6595,7.7631,7.8707,7.98,8.0884,8.1959,8.2974,8.3947,8.4903,8.5787,8.6614,8.7357,8.8037,8.863,8.916,8.9635,9.0111,9.054,9.0994,9.1525,9.2025,9.1972,9.0452,8.9821,9.1806,,,
impedance,6.6419,6.676,6.7104,6.7436,6.7793,6.8142,6.8488,6.8835,6.9195,6.9518,6.9867,7.0238,7.0632,7.1006,7.1468,7.195,7.2482,7.3054,7.3675,7.4359,7.5083,7.5908,7.6679,7.7618,7.8524,7.9525,8.0541,8.1648,8.2833,8.4053,8.5352,8.6729,8.8172,8.9653,9.1183,9.2726,9.4462,9.607,9.7663,9.9188,10.057,10.177,10.277999999999999,10.357999999999999,10.42,10.457,10.472999999999999,10.452,10.384,10.279000000000002,10.267000000000001,10.48,10.294,,,
impedance,6.2602,6.2801,6.3065,6.3246,6.3499,6.3765,6.4076,6.4339,6.4615,6.4907,6.5227,6.5568,6.5959,6.6384,6.6844,6.7342,6.7885,6.847,6.9096,6.9762,7.0475,7.1233,7.2029,7.2871,7.3764,7.4696,7.5655,7.6623,7.7606,7.8559,7.9484,8.0336,8.1137,8.189,8.2605,8.3238,8.3788,8.4299,8.4735,8.5134,8.5472,8.5832,8.6181,8.6594,8.7085,8.7517,8.7341,8.5171,8.6654,8.5353,,,,,,
impedance,6.3166,6.3388,6.3644,6.3914,6.4174,6.4413,6.4662,6.4913,6.5157,6.5391,6.5648,6.5928,6.6221,6.6539,6.688,6.7272,6.7695,6.8166,6.8684,6.9241,6.9847,7.0498,7.1192,7.1931,7.2724,7.356,7.4437,7.5361,7.6326,7.7327,7.8339,7.9387,8.0414,8.1423,8.2366,8.3261,8.4081,8.4875,8.5609,8.6276,8.6866,8.7372,8.7824,8.8229,8.8606,8.8973,8.9375,8.9916,9.0559,9.0964,8.9649,8.8108,9.0548,,,
impedance,6.548,6.5777,6.6067,6.638,6.6708,6.7015,6.7333,6.7642,6.7969,6.8272,6.8598,6.8948,6.9304,6.9691,7.0101,7.0566,7.1067,7.1615,7.2219,7.2861,7.3555,7.4306,7.5102,7.5949,7.6852,7.7803,7.8805,7.9869,8.099,8.2165,8.3404,8.4678,8.6008,8.7379,8.8706,9.0041,9.1461,9.279,9.4074,9.5281,9.6383,9.7367,9.8214,9.8955,9.9618,10.019,10.066,10.099,10.092,9.9924,9.8433,9.9339,10.014,,,
impedance,6.2451,6.2682,6.3062,6.3306,6.3629,6.3887,6.4192,6.4475,6.4761,6.505,6.5347,6.5666,6.6001,6.6362,6.6747,6.7179,6.7653,6.8164,6.8721,6.9323,6.9974,7.0673,7.1411,7.22,7.3035,7.3909,7.4847,7.5821,7.6846,7.7901,7.8984,8.0092,8.1188,8.2271,8.3284,8.4272,8.5314,8.6232,8.7094,8.7878,8.8601,8.9238,8.9808,9.0301,9.0729,9.1074,9.1302,9.1395,9.1127,9.025,8.9665,9.1094,8.9571,,,
impedance,6.0572,6.0808,6.1074,6.1274,6.1529,6.1738,6.1992,6.2217,6.2468,6.2703,6.2973,6.3254,6.3559,6.3884,6.4232,6.4629,6.5055,6.5513,6.6007,6.6534,6.7103,6.7707,6.8346,6.9025,6.974,7.0504,7.1298,7.2126,7.2976,7.3842,7.4685,7.5508,7.6297,7.7035,7.7686,7.8258,7.883,7.9301,7.9708,8.0052,8.0334,8.0582,8.0818,8.1053,8.1321,8.1598,8.1914,8.2251,8.2443,8.1934,8.0484,8.0698,8.1811,,,
impedance,6.6356,6.6668,6.6956,6.7227,6.7519,6.7814,6.8096,6.8376,6.8672,6.8944,6.9231,6.9542,6.9861,7.021,7.059,7.1015,7.1479,7.1987,7.2557,7.3164,7.3819,7.4548,7.5301,7.6112,7.6987,7.7902,7.887,7.9886,8.0973,8.2138,8.3337,8.4644,8.5976,8.7375,8.8798,9.0247,9.1667,9.3132,9.456,9.5894,9.7111,9.817,9.9056,9.9779,10.042,10.095,10.146,10.208,10.288,10.360999999999999,10.3,10.121,10.368,,,
impedance,6.2436,6.2602,6.2659,6.3091,6.3326,6.3618,6.3872,6.4186,6.4489,6.4834,6.5129,6.5441,6.5778,6.6133,6.6511,6.6939,6.7402,6.7908,6.8447,6.9034,6.9663,7.0342,7.1058,7.1817,7.2626,7.3484,7.4378,7.5331,7.6317,7.7347,7.8423,7.9468,8.0513,8.1531,8.2515,8.3429,8.4404,8.5246,8.6045,8.6773,8.7415,8.7977,8.8461,8.8867,8.922,8.9472,8.9612,8.9559,8.9065,8.8062,8.7521,8.919,8.8043,,,
impedance,6.4685,6.5014,6.5326,6.563,6.5924,6.6229,6.652,6.6838,6.7172,6.7519,6.7894,6.8299,6.8748,6.9239,6.9772,7.0349,7.0979,7.1656,7.2383,7.315,7.397,7.4841,7.576,7.6729,7.7756,7.8848,7.9982,8.1158,8.2396,8.364,8.4898,8.6148,8.7341,8.8595,8.9795,9.0883,9.1874,9.2761,9.3525,9.4179,9.4696,9.5121,9.5388,9.5469,9.5329,9.4725,9.3813,9.3645,9.5475,9.367,,,,,,
impedance,6.1033,6.1413,6.159,6.1791,6.2018,6.2229,6.2461,6.2689,6.2907,6.3137,6.3382,6.3643,6.3924,6.4236,6.456,6.4938,6.534,6.5782,6.6262,6.6773,6.7332,6.7925,6.8551,6.9219,6.9923,7.068,7.1472,7.2306,7.3171,7.4062,7.4948,7.5832,7.6681,7.7478,7.821,7.8872,7.9477,8.0027,8.0516,8.0933,8.1299,8.159,8.1844,8.207,8.2315,8.2578,8.2914,8.3336,8.3862,8.4001,8.2905,8.2197,8.3941,,,
impedance,5.559,5.5829,5.5985,5.6203,5.6436,5.6672,5.6974,5.7231,5.7515,5.7812,5.8147,5.8495,5.8913,5.9357,5.9784,6.0283,6.0803,6.1375,6.1991,6.2598,6.3281,6.3968,6.471,6.5488,6.6305,6.7164,6.8059,6.8988,6.9945,7.0918,7.1877,7.2815,7.3721,7.4493,7.5301,7.6077,7.6819,7.7503,7.8125,7.8708,7.9251,7.9817,8.0327,8.0861,8.1313,8.1415,8.0708,7.9702,8.0721,8.0422,,,,,,
impedance,6.1552,6.1886,6.2159,6.2448,6.2707,6.3003,6.33,6.3585,6.3891,6.4234,6.4605,6.5018,6.5484,6.6009,6.6586,6.7215,6.7915,6.8674,6.9489,7.0371,7.1305,7.2306,7.3368,7.4436,7.5507,7.6551,7.7528,7.8395,7.9134,7.9717,8.0286,8.0727,8.1079,8.1338,8.1556,8.1748,8.1959,8.2272,8.272,8.3388,8.3894,8.3096,8.1684,8.3677,,,,,,,,,,,,
impedance,6.4636,6.4913,6.5163,6.5424,6.567,6.5933,6.6177,6.6437,6.6718,6.7004,6.7328,6.767,6.8065,6.8504,6.8978,6.9494,7.0064,7.0683,7.1352,7.2062,7.2823,7.3624,7.4478,7.5387,7.6341,7.7346,7.8411,7.9508,8.0646,8.181,8.2961,8.4106,8.5197,8.6184,8.7188,8.8108,8.8952,8.9699,9.0334,9.0889,9.135,9.1782,9.2155,9.2548,9.3044,9.3754,9.4612,9.4476,9.2556,9.2549,,,,,,
impedance,6.6958,6.7248,6.7621,6.7933,6.8289,6.8564,6.8881,6.9191,6.9541,6.9897,7.0274,7.0675,7.1127,7.1617,7.2144,7.2729,7.3353,7.4024,7.4764,7.5519,7.6342,7.7214,7.814,7.9099,8.0124,8.1209,8.2343,8.3533,8.4783,8.6056,8.7357,8.864,8.9908,9.1015,9.2156,9.3219,9.4162,9.4954,9.5571,9.6031,9.6307,9.6461,9.6454,9.6397,9.637,9.648,9.7026,9.8407,9.8249,9.7116,,,,,,
impedance,6.5092,6.5367,6.5616,6.5878,6.6148,6.6409,6.6679,6.6949,6.7232,6.7547,6.7881,6.824,6.865,6.91,6.9595,7.0135,7.0725,7.1367,7.2054,7.2785,7.3567,7.4396,7.5278,7.6221,7.7211,7.8251,7.934,8.0473,8.1649,8.2832,8.4045,8.5193,8.6333,8.7418,8.8472,8.948,9.0385,9.1199,9.1934,9.2597,9.3167,9.3733,9.4275,9.4769,9.5365,9.6004,9.6301,9.5193,9.3631,9.6169,,,,,,
impedance,5.9638,5.9827,5.9905,6.0154,6.0386,6.0615,6.0856,6.1097,6.1344,6.1578,6.1854,6.2184,6.2484,6.2854,6.3197,6.3602,6.4033,6.4484,6.4992,6.5515,6.6069,6.6658,6.7324,6.7992,6.8816,6.9589,7.0397,7.1266,7.2142,7.306,7.3977,7.4878,7.5726,7.6505,7.722,7.7807,7.8459,7.8928,7.9337,7.9714,7.9985,8.0218,8.0449,8.066,8.0908,8.1127,8.1339,8.1482,8.1325,8.04,7.9322,8.0346,8.0401,,,
impedance,6.7357,6.7656,6.7973,6.8304,6.8579,6.8838,6.912,6.9447,6.9733,7.0037,7.0374,7.0764,7.119,7.1669,7.2175,7.27,7.3293,7.3937,7.4665,7.5392,7.615,7.7003,7.7898,7.8834,7.9844,8.0898,8.2028,8.3197,8.4442,8.5734,8.7062,8.8407,8.9736,9.0883,9.2141,9.3351,9.446,9.5439,9.6262,9.6931,9.7458,9.7897,9.824,9.854,9.9019,9.9649,10.066,10.155,9.964,10.118,10.057,,,,,
impedance,6.3842,6.4129,6.4419,6.4863,6.5184,6.5458,6.5765,6.6083,6.6414,6.6767,6.7139,6.7536,6.7995,6.8476,6.9014,6.9587,7.0217,7.089,7.1612,7.2369,7.3186,7.4036,7.4948,7.589,7.6893,7.7941,7.9027,8.0129,8.1263,8.2394,8.3501,8.4597,8.5599,8.6636,8.7613,8.8514,8.9286,8.9983,9.0583,9.1069,9.144,9.169,9.1758,9.162,9.1234,9.0498,8.9706,8.9907,9.1875,8.992,,,,,,
